Servo Input, Measured T Pass   (1445-1454, 1485-1495)
1366, 22
1367, 21
1368, 22
1369, 22
1370, 21
1371, 21
1372, 21
1373, 22
1374, 21
1375, 22
1376, 22
1377, 21
1378, 20
1379, 21
1380, 21
1381, 22
1382, 22
1383, 22
1384, 22
1385, 23
1386, 23
1387, 23
1388, 24
1389, 23
1390, 23
1391, 23
1392, 23
1393, 23
1394, 24
1395, 24
1396, 23
1397, 24
1398, 25
1399, 25
1400, 26
1401, 26
1402, 25
1403, 25
1404, 24
1405, 26
1406, 26
1407, 25
1408, 26
1409, 26
1410, 26
1411, 27
1412, 28
1413, 28
1414, 27
1415, 30
1416, 29
1417, 30
1418, 30
1419, 32
1420, 32
1421, 33
1422, 33
1423, 34
1424, 35
1425, 36
1426, 37
1427, 38
1428, 37
1429, 38
1430, 42
1431, 40
1432, 43
1433, 46
1434, 46
1435, 46
1436, 47
1437, 50
1438, 49
1439, 51
1440, 51
1441, 55
1442, 54
1443, 58
1444, 62
1445, 65
1446, 68
1447, 75
1448, 72
1449, 85
1450, 87
1451, 93
1452, 102
1453, 105
1454, 117
1484, 182
1485, 172
1486, 151
1487, 136
1488, 124
1489, 107
1490, 99
1491, 95
1492, 87
1493, 84
1494, 75
1495, 71
1496, 65
1497, 65
1498, 63
1499, 60
1500, 60
1501, 58
1502, 54
1503, 55
1504, 56
1505, 51
1506, 49
1507, 48
1508, 48
1509, 45
1510, 43
1511, 43
1512, 42
1513, 38
1514, 38
1515, 40
1516, 36
1517, 36
1518, 37
1519, 35
1520, 34
1521, 35
1522, 34
1523, 32
1524, 31
1525, 29
1526, 29
1527, 29
1528, 28
1529, 29
1530, 28
1531, 28
1532, 27
1533, 28
1534, 27
1535, 27
1536, 29
1537, 28
1538, 27
1539, 28
1540, 27
1541, 27
1542, 26
1543, 25
1544, 25
1545, 25
1546, 25
1547, 24
1548, 24
1549, 24
1550, 25
1551, 25
1552, 24
1553, 25
1554, 23
1555, 23
1556, 22
1557, 22
1558, 23
1559, 22
1560, 20
1561, 21
1562, 22
1563, 22
1564, 23
1565, 23
1566, 22
1567, 23
1568, 23
1569, 23
1570, 22
1571, 22
1572, 22
1573, 22
1574, 21
1575, 22
1576, 21
1577, 21
1578, 21
1579, 21
1580, 21
1581, 21
1582, 22
1583, 22
1584, 21
1585, 22
1586, 21
1587, 21
1588, 20
1589, 20
1590, 20
1591, 20
1592, 19
1593, 20
1594, 20
1595, 20
1596, 20
1597, 21
1598, 20
1599, 21
1600, 21
1601, 21
1602, 21
1603, 21
1604, 21
1605, 21
1606, 20
1607, 21
1608, 21
1609, 21
1610, 20
1611, 21
1612, 20
1613, 21
1614, 20
1615, 21
1616, 20
1617, 22
1618, 19
1619, 21
1620, 19
1621, 20
1622, 20
1623, 19
1624, 19
1625, 19
1626, 19
1627, 20
1628, 20
1629, 21
1630, 20
1631, 20
1632, 20
1633, 20
1634, 21
1635, 21
1636, 22
1637, 21
1638, 20
1639, 21
1640, 22
1641, 21
1642, 20
1643, 21
1644, 21
1645, 21
1646, 21
1647, 21
1648, 20
1649, 22
1650, 20
1651, 20
1652, 19
1653, 21
1654, 20
1655, 20
1656, 19
1657, 20
1658, 20
1659, 20
1660, 20
1661, 21
1662, 19
1663, 20
1664, 20
1665, 20
1666, 21
1667, 21
1668, 21
1669, 21
1670, 20
1671, 20
1672, 21
1673, 20
1674, 20
1675, 21
1676, 21
1677, 21
1678, 21
1679, 20
1680, 21
1681, 21
1682, 21
1683, 19
1684, 19
1685, 20
1686, 20
1687, 19
1688, 19
1689, 19
1690, 19
1691, 20
1692, 20
1693, 21
1694, 20
1695, 20
1696, 20
1697, 20
1698, 21
1699, 21
1700, 21
1701, 21
1702, 20
1703, 20
1704, 21
1705, 21
1706, 20
1707, 21
1708, 20
1709, 20
1710, 21
1711, 20
1712, 21
1713, 21
1714, 20
1715, 20
1716, 19
1717, 20
1718, 20
1719, 19
1720, 19
1721, 19
1722, 19
1723, 20
1724, 20
1725, 20
1726, 20
1727, 20
1728, 20
1729, 20
1730, 21
1731, 21
1732, 21
1733, 21
1734, 20
1735, 20
1736, 20
1737, 20
1738, 20
1739, 20
1740, 21
1741, 21
1742, 21
1743, 21
1744, 21
1745, 22
1746, 19
1747, 21
1748, 19
1749, 20
1750, 20
1751, 19
1752, 19
1753, 19
1754, 20
1755, 20
1756, 20
1757, 21
1758, 20
1759, 20
1760, 21
1761, 20
1762, 21
1763, 21
1764, 21
1765, 21
1766, 21
1767, 21
1768, 21
1769, 21
1770, 20
1771, 21
1772, 20
1773, 21
1774, 21
1775, 21
1776, 21
1777, 21
1778, 20
1779, 20
1780, 20
1781, 20
1782, 20
1783, 19
1784, 19
1785, 20
1786, 19
1787, 19
1788, 20
1789, 20
1790, 20
1791, 20
1792, 20
1793, 21
1794, 20
1795, 21
1796, 21
1797, 21
1798, 19
1799, 21
1800, 21
1801, 20
1802, 20
1803, 20
1804, 21
1805, 21
1806, 20
1807, 20
1808, 21
1809, 21
1810, 20
1811, 20
1812, 19
1813, 19
1814, 19
1815, 19
1816, 19
1817, 19
1818, 20
1819, 20
1820, 19
1821, 21
1822, 20
1823, 20
1824, 20
1825, 20
1826, 20
1827, 21
1828, 21
1829, 21
1830, 20
1831, 21
1832, 21
1833, 20
1834, 20
1835, 21
1836, 21
1837, 21
1838, 21
1839, 21
1840, 21
1841, 22
1842, 21
1843, 21
1844, 19
1845, 20
1846, 20
1847, 19
1848, 19
1849, 19
1850, 20
1851, 20
1852, 20
1853, 20
1854, 20
1855, 20
1856, 21
1857, 20
1858, 21
1859, 21
1860, 21
1861, 21
1862, 20
1863, 20
1864, 21
1865, 21
1866, 21
1867, 20
1868, 20
1869, 20
1870, 21
1871, 21
1872, 20
1873, 22
1874, 20
1875, 21
1876, 20
1877, 19
1878, 20
1879, 20
1880, 19
1881, 19
1882, 20
1883, 20
1884, 20
1885, 20
1886, 20
1887, 20
1888, 20
1889, 20
1890, 21
1891, 21
1892, 21
1893, 21
1894, 20
1895, 20
1896, 21
1897, 21
1898, 20
1899, 21
1900, 20
1901, 21
1902, 21
1903, 21
1904, 21
1905, 21
1906, 20
1907, 20
1908, 20
1909, 19
1910, 20
1911, 19
1912, 19
1913, 19
1914, 20
1915, 20
1916, 19
1917, 20
1918, 19
1919, 20
1920, 20
1921, 20
1922, 20
1923, 21
1924, 21
1925, 21
1926, 20
1927, 20
1928, 21
1929, 20
1930, 20
1931, 21
1932, 20
1933, 21
1934, 21
1935, 21
1936, 21
1937, 21
1938, 20
1939, 21
1940, 20
1941, 19
1942, 20
1943, 20
1944, 19
1945, 19
1946, 20
1947, 20
1948, 20
1949, 20
1950, 20
1951, 20
1952, 21
1953, 21
1954, 21
1955, 21
1956, 21
1957, 21
1958, 20
1959, 20
1960, 21
1961, 20
1962, 20
1963, 20
1964, 20
1965, 20
1966, 20
1967, 20
1968, 21
1969, 22
1970, 20
1971, 21
1972, 20
1973, 19
1974, 19
1975, 19
1976, 19
1977, 19
1978, 20
1979, 21
1980, 20
1981, 20
1982, 20
1983, 20
1984, 20
1985, 20
1986, 21
1987, 21
1988, 21
1989, 21
1990, 20
1991, 21
1992, 21
1993, 20
1994, 21
1995, 20
1996, 21
1997, 22
1998, 20
1999, 20
2000, 21
